Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
11329664731,"May 3, 2024, 9:16:00 AM",Lunch Weight Training,Weight Training,,3093,0,105.0,4,,,,activities/12101505252.fit.gz,,,3093.0,3093.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,0.0,0.0,,,,,105.0,79.0,,,242.0,,29.0,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
11315660073,"May 2, 2024, 1:39:34 PM",Afternoon Trail Run,Run,,3204,10.61,171.0,54,,,,activities/12087128895.fit.gz,,,3204.0,3127.0,10614.0,4.6,3.394,23.0,23.0,208.8,218.4,19.0,0.0,,,99.0,91.0,171.0,148.0,,242.0,627.0,,25.0,54.0,,,,,,,,,244.0,3206.0,,,0.0,,1.0,10792.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.313,10111.0,,,,9408.0,,,211.0,154.0,3.451,,,,,,,,,,,,""
11309421532,"May 1, 2024, 1:49:35 PM",Afternoon Trail Run,Run,"",6369,14.44,186.0,49,,,,activities/12080705484.fit.gz,,,6369.0,6144.0,14441.0,3.8,2.35,416.0,401.0,210.4,371.0,48.9,0.1,,,87.0,81.0,186.0,134.0,,177.0,963.0,,26.0,49.0,,,,,,,,,177.0,6370.0,0.0,,0.0,,1.0,16214.5,,,,,,,,,,,,,,,,15041492.0,,,,,,,,,,0.0,2.267,13260.0,,,,16460.0,,,222.0,112.0,2.639,,,,,,,,,,,,""
11300887333,"Apr 30, 2024, 5:37:54 PM",Evening Weight Training,Weight Training,,2561,0,117.0,4,,,,activities/12071935621.fit.gz,,,2561.0,2561.0,0.0,0.0,0.0,0.0,0.0,161.2,161.2,0.0,0.0,,,,,117.0,81.0,,,193.0,,29.0,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
11300099602,"Apr 30, 2024, 4:19:42 PM",Evening Trail Run,Run,"",2615,8.24,169.0,31,,,,activities/12071130402.fit.gz,,,2615.0,2615.0,8247.0,5.6,3.154,31.0,32.0,210.0,218.2,26.7,0.0,,,96.0,87.0,169.0,144.0,,221.0,504.0,,22.0,31.0,,,,,,,,,225.0,2616.0,0.0,,0.0,,1.0,8445.7,,,,,,,,,,,,,,,,15041492.0,,,,,,,,,,0.0,3.154,7585.0,,,,7854.0,,,146.0,142.0,3.23,,,,,,,,,,,,""
11292526793,"Apr 29, 2024, 4:51:16 PM",Evening Weight Training,Weight Training,,2727,0,140.0,5,,,,activities/12063332483.fit.gz,,,2727.0,2727.0,0.0,0.0,0.0,0.0,0.0,154.6,154.6,0.0,0.0,,,,,140.0,95.0,,,269.0,,28.0,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
11292526713,"Apr 29, 2024, 3:30:04 PM",Evening Trail Run,Run,"",2965,8.78,177.0,62,,,,activities/12063332052.fit.gz,,,2965.0,2893.0,8780.0,4.8,3.035,283.0,284.0,163.6,436.2,45.7,0.0,,,89.0,85.0,177.0,153.0,,229.0,615.0,,23.0,62.0,,,,,,,,,228.0,2966.0,0.0,,0.0,,1.0,9807.7,,,,,,,,,,,,,,,,15041492.0,,,,,,,,,,0.0,2.961,6555.0,,,,8432.0,,,171.0,144.0,3.39,,,,,,,,,,,,""
11277443809,"Apr 27, 2024, 4:41:40 PM",Evening Ride,Ride,,2144,0,117.0,5,,,CYCL⚙️PATH  ,activities/12047821321.fit.gz,,16.0,2144.0,2144.0,0.0,0.0,0.0,2.0,0.0,215.0,218.6,0.0,0.0,,,43.0,0.0,117.0,103.0,,29.0,129.0,,27.0,5.0,,,,,,,,,29.0,2145.0,,,0.0,,1.0,,,,,,,,,,,,,,,,11507033.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,1.0,18.0,,,,,,,,,,,,,""
11277443847,"Apr 27, 2024, 3:45:07 PM",Evening Run,Run,"",3392,8.46,190.0,39,,,Salomon Pulsar trail GREy,activities/12047821113.fit.gz,,,3392.0,3220.0,8461.0,4.0,2.628,32.0,30.0,208.6,217.0,30.0,0.0,,,87.0,84.0,190.0,139.0,,187.0,618.0,,22.0,39.0,,,,,,,,,185.0,3393.0,0.0,,0.0,,1.0,8692.9,,,,,,,,,,,,,,,,16542609.0,,,,,,,,,,0.0,2.494,7766.0,,,,,,,129.0,117.0,2.7,,,,,,,,,,,,""
11277442158,"Apr 27, 2024, 8:57:56 AM",Lunch Weight Training,Weight Training,,2263,0,116.0,4,,,,activities/12047819432.fit.gz,,,2263.0,2263.0,0.0,0.0,0.0,0.0,0.0,160.8,160.8,0.0,0.0,,,,,116.0,89.0,,,213.0,,29.0,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
11268747076,"Apr 26, 2024, 2:19:56 PM",Afternoon Trail Run,Run,,2366,5.35,179.0,28,,,,activities/12038838994.fit.gz,,,2366.0,2322.0,5357.0,5.8,2.307,254.0,249.0,214.4,450.6,49.1,0.0,,,95.0,83.0,179.0,144.0,,227.0,408.0,,25.0,28.0,,,,,,,,,212.0,2368.0,,,0.0,,1.0,6674.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.264,3332.0,,,,5396.0,,,118.0,134.0,2.874,,,,,,,,,,,,""
11262524115,"Apr 25, 2024, 4:26:31 PM",Evening Weight Training,Weight Training,,2019,0,110.0,2,,,,activities/12032261815.fit.gz,,,2019.0,2019.0,0.0,0.0,0.0,0.0,0.0,209.0,209.0,0.0,0.0,,,,,110.0,76.0,,,76.0,,29.0,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
11262524113,"Apr 25, 2024, 3:26:37 PM",Evening Ride,Ride,,3593,0,119.0,9,,,CYCL⚙️PATH  ,activities/12032261729.fit.gz,,16.0,3593.0,3593.0,0.0,0.0,0.0,0.0,0.0,208.2,212.8,0.0,0.0,,,,,119.0,103.0,,,398.0,,29.0,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,11507033.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
11255240229,"Apr 24, 2024, 4:29:57 PM",Evening Run,Run,,2250,7.36,178.0,53,,,,activities/12024736439.fit.gz,,,2250.0,2250.0,7367.0,5.8,3.274,0.0,0.0,148.0,148.0,0.0,0.0,,,91.0,87.0,178.0,154.0,,,489.0,,27.0,53.0,,,,,,,,,,,,,0.0,,1.0,7367.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.274,0.0,,,,,,,,,3.274,,,,,,,,,,,,""
11255240179,"Apr 24, 2024, 3:56:05 PM",Evening Weight Training,Weight Training,,2031,0,108.0,2,,,,activities/12024736150.fit.gz,,,2031.0,2031.0,0.0,0.0,0.0,0.0,0.0,148.0,148.0,0.0,0.0,,,,,108.0,78.0,,,158.0,,29.0,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
11248005769,"Apr 23, 2024, 4:38:06 PM",Evening Run,Run,,3487,8.73,191.0,136,,,,activities/12017319452.fit.gz,,,3487.0,3487.0,8736.0,6.4,2.505,0.0,0.0,168.2,168.2,0.0,0.0,,,95.0,85.0,191.0,167.0,,,846.0,,28.0,136.0,,,,,,,,,,,,,0.0,,1.0,8736.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.505,0.0,,,,9544.0,,,,,2.505,,,,,,,,,,,,""
11246433185,"Apr 23, 2024, 11:26:10 AM",Afternoon Weight Training,Weight Training,,3256,0,124.0,6,,,,activities/12015703896.fit.gz,,,3256.0,3256.0,0.0,0.0,0.0,0.0,0.0,159.8,159.8,0.0,0.0,,,,,124.0,89.0,,,283.0,,29.0,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
11239510991,"Apr 22, 2024, 3:11:44 PM",Evening Trail Run,Run,"",2731,7.01,178.0,44,,,,activities/12008589469.fit.gz,,,2731.0,2697.0,7018.0,5.0,2.602,46.0,55.0,216.2,235.0,31.1,-0.2,,,87.0,84.0,178.0,145.0,,189.0,528.0,,23.0,44.0,,,,,,,,,189.0,2733.0,0.0,,0.0,,1.0,7202.5,,,,,,,,,,,,,,,,15041492.0,,,,,,,,,,0.0,2.57,6352.0,,,,7480.0,,,108.0,120.0,2.671,,,,,,,,,,,,""
11177274755,"Apr 14, 2024, 5:00:27 AM",Morning Trail Run,Run,"-DNF- 🍻
Του χρόνου ολόκληρο 😊",10214,19.30,186.0,217,,,Brooks Catamount 3,activities/11944510546.fit.gz,,,10214.0,8361.0,19303.0,5.0,2.309,1162.0,1140.0,-3.8,583.8,48.9,0.1,,,115.0,79.0,186.0,157.0,,201.0,1679.0,,28.0,217.0,,,,,,,,,200.0,10215.0,0.0,,0.0,,1.0,26475.8,,,,,,,,,,,,,,,,16962444.0,,,,,,,,,,0.0,1.89,4633.0,,,,21984.0,,,456.0,127.0,3.167,,,,,,,,,,,,""
11171017249,"Apr 13, 2024, 10:06:40 AM",Afternoon Swim,Swim,"",1274,848,171.0,11,,,,activities/11938043023.fit.gz,,,1274.0,1274.0,848.0,9.6,0.666,0.0,0.0,-54.2,343.0,46.7,20.0,,,,,171.0,137.0,,,215.0,,18.0,11.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.666,0.0,,,,,,,,,,,,,,,,,,,,,""
11164687905,"Apr 12, 2024, 1:02:25 PM",Afternoon Trail Run,Run,"",3559,7.45,176.0,15,,,Brooks Catamount 3,activities/11931540350.fit.gz,,,3559.0,3198.0,7456.0,5.6,2.331,164.0,153.0,-3.8,35.0,46.0,0.2,,,105.0,82.0,176.0,119.0,,175.0,487.0,,29.0,15.0,,,,,,,,,171.0,3560.0,0.0,,0.0,,1.0,8336.1,,,,,,,,,,,,,,,,16962444.0,,,,,,,,,,0.0,2.095,3040.0,,,,8802.0,,,115.0,108.0,2.607,,,,,,,,,,,,""
11150839785,"Apr 10, 2024, 3:25:06 PM",Evening Mountain Bike Ride,Ride,"",4955,19.41,174.0,42,,,CYCL⚙️PATH  ,activities/11917334951.fit.gz,,16.0,4955.0,4829.0,19414.0,18.2,4.02,577.0,566.0,146.8,248.4,30.0,0.0,,,,,174.0,129.0,,201.0,721.0,,25.0,42.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,11507033.0,,,,,,,,,,,0.0,3.918,7101.0,,,,,,,,,,,,,,,,,,,,,""
11144241671,"Apr 9, 2024, 5:04:00 PM",Evening Trail Run,Run,"",4851,10.40,175.0,30,,,,activities/11910569423.fit.gz,,,4851.0,4618.0,10402.0,3.6,2.252,298.0,284.0,188.4,431.0,45.7,0.1,,,101.0,82.0,175.0,126.0,,168.0,719.0,,23.0,30.0,,,,,,,,,167.0,4852.0,0.0,,0.0,,1.0,11605.9,,,,,,,,,,,,,,,,15041492.0,,,,,,,,,,0.0,2.144,8410.0,,,,12670.0,,,151.0,106.0,2.513,,,,,,,,,,,,""
11125140766,"Apr 7, 2024, 6:06:01 AM",Morning Trail Run,Run,"",10870,29.11,189.0,296,,,Brooks Catamount 3,activities/11890827631.fit.gz,,,10870.0,10745.0,29111.0,5.6,2.709,1632.0,1619.0,116.0,442.0,49.1,0.0,,,130.0,85.0,189.0,160.0,,227.0,2219.0,,24.0,296.0,,,,,,,,,230.0,10871.0,0.0,,0.0,,1.0,39507.6,,,,,,,,,,,,,,,,16962444.0,,,,,,,,,,0.0,2.678,16760.0,,,,29844.0,,,641.0,146.0,3.677,,,,,,,,,,,,""
11113212991,"Apr 5, 2024, 4:53:37 PM",Evening Trail Run,Run,"",1844,4.45,201.0,35,,,Brooks Catamount 3,activities/11878528032.fit.gz,,,1844.0,1813.0,4457.0,6.6,2.458,24.0,37.0,201.4,220.0,20.0,-0.3,,,107.0,83.0,201.0,147.0,,182.0,364.0,,22.0,35.0,,,,,,,,,181.0,1844.0,0.0,,0.0,,1.0,4554.6,,,,,,,,,,,,,,,,16962444.0,,,,,,,,,,0.0,2.417,3851.0,,,,4944.0,,,67.0,115.0,2.512,,,,,,,,,,,,""
11105463280,"Apr 4, 2024, 2:36:56 PM",Afternoon Trail Run,Run,"",2378,6.58,179.0,22,,,Salomon Pulsar trail GREy,activities/11870566474.fit.gz,,,2378.0,2260.0,6582.0,6.4,2.912,27.0,33.0,209.6,220.6,22.9,-0.1,,,105.0,87.0,179.0,138.0,,212.0,431.0,,25.0,22.0,,,,,,,,,209.0,2379.0,0.0,,0.0,,1.0,6717.7,,,,,,,,,,,,,,,,16542609.0,,,,,,,,,,0.0,2.768,5902.0,,,,6610.0,,,115.0,132.0,2.972,,,,,,,,,,,,""
11099064692,"Apr 3, 2024, 3:34:00 PM",Evening Trail Run,Run,"",4140,8.19,178.0,28,,,,activities/11863998126.fit.gz,,,4140.0,3766.0,8199.0,4.6,2.177,319.0,308.0,201.8,435.4,42.9,0.2,,,94.0,80.0,178.0,132.0,,168.0,658.0,,23.0,28.0,,,,,,,,,167.0,4141.0,0.0,,0.0,,1.0,9902.1,,,,,,,,,,,,,,,,15041492.0,,,,,,,,,,0.0,1.98,5812.0,,,,10068.0,,,,,,,,,,,,,,,,,""
11091564379,"Apr 2, 2024, 3:19:58 PM",Evening Trail Run,Run,"",3071,9.05,191.0,28,,,Brooks Catamount 3,activities/11856215665.fit.gz,,,3071.0,2889.0,9057.0,6.0,3.135,46.0,42.0,198.2,227.6,30.0,0.0,,,116.0,87.0,,138.0,,227.0,546.0,,25.0,28.0,,,,,,,,,233.0,3072.0,0.0,,0.0,,1.0,9309.2,,,,,,,,,,,,,,,,16962444.0,,,,,,,,,,0.0,2.949,8460.0,,,,8456.0,,,,,,,,,,,,,,,,,""
11077349284,"Mar 31, 2024, 1:12:52 PM",Afternoon Stand Up Paddling,Stand Up Paddling,"",2409,2.19,112.0,2,,,,activities/11841034700.fit.gz,,,2409.0,2152.0,2191.0,2.6,1.018,0.0,0.0,-1.0,3.6,14.3,0.1,,,78.0,41.0,,72.0,,,161.0,,30.0,2.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.91,0.0,,,,,,,,,,,,,,,,,,,,,""
11077349313,"Mar 31, 2024, 10:00:10 AM",Afternoon Trail Run,Run,"",8772,13.87,173.0,41,,,,activities/11841034440.fit.gz,,,8772.0,7410.0,13870.0,3.4,1.872,414.0,412.0,2.6,67.4,48.9,0.0,,,101.0,75.0,,127.0,,147.0,1066.0,,28.0,41.0,,,,,,,,,146.0,8772.0,0.0,,0.0,,1.0,16606.7,,,,,,,,,,,,,,,,15495962.0,,,,,,,,,,0.0,1.581,4743.0,,,,19918.0,,,,,,,,,,,,,,,,,""
11069713819,"Mar 30, 2024, 1:01:47 PM",Afternoon Trail Run,Run,"",6386,13.35,184.0,109,,,Brooks Catamount 3,activities/11832556057.fit.gz,,,6386.0,6234.0,13351.0,4.6,2.142,1015.0,993.0,209.2,450.0,49.1,0.2,,,110.0,81.0,,149.0,,186.0,1237.0,,26.0,109.0,,,,,,,,,192.0,6387.0,0.0,,0.0,,1.0,20210.8,,,,,,,,,,,,,,,,16962444.0,,,,,,,,,,0.0,2.091,5065.0,,,,17070.0,,,,,,,,,,,,,,,,,""
11062981000,"Mar 29, 2024, 2:43:31 PM",Afternoon Trail Run,Run,"",4176,14.51,206.0,123,,,Brooks Catamount 3,activities/11825280259.fit.gz,,,4176.0,3935.0,14518.0,6.6,3.689,0.0,0.0,246.2,251.0,26.7,0.0,,,104.0,91.0,,162.0,,262.0,952.0,,24.0,123.0,,,,,,,,,275.0,4177.0,0.0,,0.0,,1.0,14586.5,,,,,,,,,,,,,,,,16962444.0,,,,,,,,,,0.0,3.477,14301.0,,,,12102.0,,,,,,,,,,,,,,,,,""
11056236543,"Mar 28, 2024, 3:46:07 PM",Afternoon Trail Run,Run,"",3227,8.02,185.0,24,,,Brooks Catamount 3,activities/11818315936.fit.gz,,,3227.0,3186.0,8029.0,3.8,2.52,127.0,124.0,198.8,216.0,22.9,0.0,,,88.0,84.0,,130.0,,181.0,525.0,,23.0,24.0,,,,,,,,,181.0,3228.0,0.0,,0.0,,1.0,8411.0,,,,,,,,,,,,,,,,16962444.0,,,,,,,,,,0.0,2.488,7073.0,,,,9230.0,,,,,,,,,,,,,,,,,""
11049899159,"Mar 27, 2024, 3:30:11 PM",Afternoon Trail Run,Run,"",6575,18.53,199.0,154,,,Brooks catamount 2 / 42.5 bleu,activities/11811706784.fit.gz,,,6575.0,6484.0,18529.0,5.8,2.858,621.0,609.0,212.4,449.8,48.6,0.1,,,121.0,87.0,,157.0,,229.0,1351.0,,21.0,154.0,,,,,,,,,239.0,6576.0,0.0,,0.0,,1.0,22147.5,,,,,,,,,,,,,,,,16788492.0,,,,,,,,,,0.0,2.818,13704.0,,,,18682.0,,,,,,,,,,,,,,,,,""
11034375676,"Mar 25, 2024, 11:00:49 AM",Afternoon Trail Run,Run,"",4584,9.39,191.0,82,,,Salomon Pulsar trail GREy,activities/11795291763.fit.gz,,,4584.0,3722.0,9390.0,4.4,2.523,496.0,484.0,104.0,470.8,49.1,0.1,,,114.0,83.0,,156.0,,208.0,798.0,,24.0,82.0,,,,,,,,,214.0,4585.0,0.0,,0.0,,1.0,11780.7,,,,,,,,,,,,,,,,16542609.0,,,,,,,,,,0.0,2.048,994.0,,,,10738.0,,,,,,,,,,,,,,,,,media/c379c9f8-2b79-468b-a058-682a3991b212.jpg|media/5561b99b-e0f8-4b61-afb9-7daa0e4ec02b.jpg|media/48eb4037-4fb8-42ac-8ccb-819a4d71bafc.jpg
11027865506,"Mar 24, 2024, 7:44:18 AM",Morning Trail Run,Run,"",16334,25.76,176.0,68,,,Salomon Pulsar trail GREy,activities/11788556978.fit.gz,,,16334.0,16333.0,25765.0,5.8,1.577,1662.0,1646.0,843.2,1984.8,49.1,0.1,,,133.0,79.0,,127.0,,162.0,1959.0,,16.0,68.0,,,,,,,,,156.0,16336.0,0.0,,0.0,,1.0,36300.3,,,,,,,,,,,,,,,,16542609.0,,,,,,,,,,0.0,1.577,15339.0,,,,34974.0,,,,,,,,,,,,,,,,,media/034728e1-bde0-41dd-b231-9529e405853b.jpg|media/e4c5a043-9b7b-4069-805c-d1e862b8eafc.jpg|media/7ed6c353-7698-4bb9-be40-5aa15f7456bd.jpg|media/0d1e4c9b-9464-49a2-8291-64ed782ae0c8.jpg|media/5909dc94-e139-4370-a736-a55e9a37991f.mp4
11023043752,"Mar 23, 2024, 10:26:29 AM",Lunch Trail Run,Run,"",4434,10.64,154.0,17,,,,activities/11783563576.fit.gz,,,4434.0,4289.0,10644.0,4.2,2.482,349.0,342.0,208.4,434.0,48.9,0.1,,,112.0,83.0,,123.0,,188.0,617.0,,26.0,17.0,,,,,,,,,187.0,4435.0,0.0,,0.0,,1.0,12272.8,,,,,,,,,,,,,,,,15495962.0,,,,,,,,,,0.0,2.401,8769.0,,,,11894.0,,,,,,,,,,,,,,,,,""
11015442892,"Mar 22, 2024, 3:32:24 PM",Afternoon Trail Run,Run,"",3582,8.30,198.0,114,,,,activities/11775738052.fit.gz,,,3582.0,2999.0,8302.0,4.4,2.768,255.0,254.0,210.6,452.0,34.0,0.0,,,93.0,87.0,,167.0,,205.0,776.0,,13.0,114.0,,,,,,,,,199.0,3583.0,0.0,,0.0,,1.0,9141.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.318,7132.0,,,,9140.0,,,,,,,,,,,,,,,,,""
11008678362,"Mar 21, 2024, 3:23:57 PM",Afternoon Trail Run,Run,"",3995,13.50,191.0,105,,,Brooks Catamount 3,activities/11768729976.fit.gz,,,3995.0,3841.0,13503.0,5.0,3.515,0.0,0.0,249.6,252.6,40.0,0.0,,,96.0,89.0,,159.0,,249.0,881.0,,18.0,105.0,,,,,,,,,257.0,3996.0,0.0,,0.0,,1.0,13598.6,,,,,,,,,,,,,,,,16962444.0,,,,,,,,,,0.0,3.38,13467.0,,,,11746.0,,,,,,,,,,,,,,,,,""
11002736023,"Mar 20, 2024, 5:51:53 PM",Evening Trail Run,Run,"",4297,13.38,187.0,97,,,Brooks catamount 2 / 42.5 bleu,activities/11762671124.fit.gz,,,4297.0,4271.0,13381.0,7.0,3.133,225.0,222.0,192.8,214.4,20.0,0.0,,,104.0,88.0,,156.0,,240.0,848.0,,15.0,97.0,,,,,,,,,251.0,4298.0,0.0,,0.0,,1.0,14092.3,,,,,,,,,,,,,,,,16788492.0,,,,,,,,,,0.0,3.114,12741.0,,,,12208.0,,,,,,,,,,,,,,,,,""
10987578921,"Mar 18, 2024, 9:42:06 AM",Lunch Trail Run,Run,"",11449,15.54,188.0,81,,,Salomon Pulsar trail GREy,activities/11747000807.fit.gz,,,11449.0,8672.0,15539.0,4.4,1.792,1141.0,1137.0,260.6,1177.4,49.6,0.0,,,107.0,74.0,,135.0,,148.0,1563.0,,20.0,81.0,,,,,,,,,146.0,11450.0,0.0,,0.0,,1.0,23211.2,,,,,,,,,,,,,,,,16542609.0,,,,,,,,,,0.0,1.357,9104.0,,,,23286.0,,,,,,,,,,,,,,,,,media/e2d665de-74ec-426e-8eff-6587edd2b6e4.jpg|media/98a98898-a2dd-4b78-8b4f-0d051c9a7338.jpg|media/25fb787e-76d7-4b07-bff9-feb6402d08c5.jpg|media/76bad84a-3573-4be9-b7c1-87ecda4833ef.jpg
10981369999,"Mar 17, 2024, 3:26:32 PM",Afternoon Trail Run,Run,"",7854,15.34,187.0,93,,,,activities/11740469462.fit.gz,,,7854.0,7258.0,15343.0,4.4,2.114,658.0,665.0,117.8,380.0,48.9,-0.1,,,123.0,78.0,,143.0,,171.0,1303.0,,17.0,93.0,,,,,,,,,169.0,7853.0,0.0,,0.0,,1.0,19605.5,,,,,,,,,,,,,,,,15000671.0,,,,,,,,,,0.0,1.954,6268.0,,,,18770.0,,,,,,,,,,,,,,,,,""
10972766330,"Mar 16, 2024, 7:17:35 AM",Morning Trail Run,Run,"",7940,21.50,180.0,190,,,Brooks Catamount 2 Navy - g,activities/11731236311.fit.gz,,,7940.0,7689.0,21501.0,5.4,2.796,1002.0,1003.0,179.8,447.4,49.1,0.0,,,111.0,85.0,,157.0,,226.0,1622.0,,25.0,190.0,,,,,,,,,228.0,7941.0,0.0,,0.0,,1.0,27455.1,,,,,,,,,,,,,,,,16533458.0,,,,,,,,,,0.0,2.708,12510.0,,,,22216.0,,,,,,,,,,,,,,,,,""
10965590950,"Mar 15, 2024, 3:22:00 PM",Afternoon Trail Run,Run,"",3544,10.34,181.0,24,,,Salomon Pulsar trail GREy,activities/11723798425.fit.gz,,,3544.0,3415.0,10346.0,3.8,3.03,0.0,0.0,247.0,251.2,11.7,0.0,,,90.0,87.0,,133.0,,214.0,537.0,,19.0,24.0,,,,,,,,,211.0,3545.0,0.0,,0.0,,1.0,10427.0,,,,,,,,,,,,,,,,16542609.0,,,,,,,,,,0.0,2.919,10307.0,,,,10326.0,,,,,,,,,,,,,,,,,""
10951763788,"Mar 13, 2024, 3:43:43 PM",Afternoon Trail Run,Run,"",4107,15.53,177.0,109,,,Brooks Catamount 2 Navy - g,activities/11709528509.fit.gz,,,4107.0,4036.0,15537.0,5.0,3.85,88.0,87.0,84.2,108.2,14.3,0.0,,,92.0,89.0,,159.0,,273.0,897.0,,19.0,109.0,,,,,,,,,272.0,4108.0,0.0,,0.0,,1.0,15729.1,,,,,,,,,,,,,,,,16533458.0,,,,,,,,,,0.0,3.783,13675.0,,,,12222.0,,,,,,,,,,,,,,,,,""
10944119062,"Mar 12, 2024, 2:57:46 PM",Afternoon Trail Run,Run,"",4247,12.89,200.0,79,,,,activities/11701639039.fit.gz,,,4247.0,4107.0,12895.0,6.2,3.14,397.0,393.0,207.4,451.2,48.9,0.0,,,124.0,89.0,,151.0,,248.0,825.0,,15.0,79.0,,,,,,,,,250.0,4246.0,0.0,,0.0,,1.0,14232.0,,,,,,,,,,,,,,,,15495962.0,,,,,,,,,,0.0,3.036,11352.0,,,,11628.0,,,,,,,,,,,,,,,,,""
10938445589,"Mar 11, 2024, 6:10:41 PM",Evening Trail Run,Run,"",2600,8.35,189.0,41,,,,activities/11695772683.fit.gz,,,2600.0,2559.0,8356.0,5.0,3.265,12.0,15.0,204.4,216.4,20.0,-0.1,,,101.0,92.0,,147.0,,229.0,517.0,,19.0,41.0,,,,,,,,,230.0,2601.0,0.0,,0.0,,1.0,8445.7,,,,,,,,,,,,,,,,15000671.0,,,,,,,,,,0.0,3.214,7716.0,,,,7944.0,,,,,,,,,,,,,,,,,""
10929396483,"Mar 10, 2024, 8:11:43 AM",Morning Trail Run,Run,"",13554,14.91,184.0,37,,,,activities/11686320804.fit.gz,,,13554.0,9069.0,14911.0,5.8,1.644,974.0,965.0,616.8,1361.6,49.1,0.1,,,111.0,64.0,,115.0,,134.0,1270.0,,22.0,37.0,,,,,,,,,127.0,13555.0,0.0,,0.0,,1.0,21253.6,,,,,,,,,,,,,,,,15000671.0,,,,,,,,,,0.0,1.1,9251.0,,,,21630.0,,,,,,,,,,,,,,,,,media/c218e156-18e1-40d8-a65e-d2680009f46e.jpg
10922070299,"Mar 9, 2024, 7:16:42 AM",Morning Trail Run,Run,"",9034,17.01,197.0,150,,,,activities/11678655970.fit.gz,,,9034.0,8358.0,17009.0,5.0,2.035,1216.0,1212.0,493.4,1291.6,49.1,0.0,,,109.0,81.0,,150.0,,176.0,1557.0,,14.0,150.0,,,,,,,,,181.0,9035.0,0.0,,0.0,,1.0,25630.2,,,,,,,,,,,,,,,,15495962.0,,,,,,,,,,0.0,1.883,16666.0,,,,22956.0,,,,,,,,,,,,,,,,,""
